,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
359,GP,F,16,U,GT3,T,1,1,services,services,home,mother,1,0,0,no,yes,no,no,no,yes,no,yes,3,2,4,1,1,4,0,19,5,12
360,GP,M,15,U,LE3,T,0,1,other,services,home,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,0,1,0,4,2,8,12,7
361,GP,F,16,R,GT3,T,1,3,teacher,teacher,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,3,1,3,0,4,8,17,10,15
362,MS,F,16,U,GT3,T,1,2,other,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,3,3,3,2,1,4,2,9,15,15
363,MS,F,16,U,GT3,T,2,0,health,services,home,mother,0,1,0,no,no,no,no,no,yes,no,no,4,2,4,1,2,4,1,5,6,13
364,GP,M,17,R,LE3,T,1,1,services,services,course,mother,0,1,0,no,yes,no,yes,yes,yes,no,yes,5,2,2,1,0,3,0,6,10,14
365,GP,F,17,U,LE3,T,0,0,other,services,home,mother,1,2,0,no,no,no,no,no,yes,yes,no,4,3,4,1,3,4,0,8,17,11
366,GP,M,16,U,LE3,T,2,1,at_home,other,reputation,other,0,2,0,no,no,no,yes,no,no,yes,no,4,4,2,1,1,5,0,7,6,13
367,GP,M,16,U,LE3,T,0,1,other,services,home,mother,1,0,0,no,yes,no,no,no,yes,no,yes,4,2,2,1,4,4,17,8,14,18
368,MS,M,17,U,LE3,T,0,3,other,other,course,mother,0,1,0,no,yes,no,yes,no,yes,yes,yes,5,3,2,1,2,1,0,3,6,16
369,GP,F,17,R,GT3,T,0,1,services,other,reputation,mother,0,1,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,4,1,4,9,12
370,MS,M,18,U,GT3,T,0,1,other,health,course,mother,0,0,0,no,no,no,yes,no,yes,yes,yes,4,2,1,1,0,4,0,13,11,15
371,MS,F,15,U,GT3,T,0,0,other,other,course,father,1,0,0,no,yes,no,no,yes,yes,no,yes,2,2,5,1,1,5,0,9,8,13
372,GP,F,16,U,GT3,T,1,0,other,other,other,mother,1,0,0,no,no,no,no,yes,yes,yes,no,3,3,3,1,2,4,1,4,6,19
373,GP,F,15,U,GT3,T,3,1,other,health,home,father,0,4,0,no,no,no,yes,no,yes,yes,yes,3,5,2,1,1,5,0,1,4,8
374,MS,F,16,R,GT3,T,1,3,other,health,course,mother,1,1,0,no,yes,no,no,yes,yes,no,yes,5,2,1,0,2,4,0,4,7,13
375,GP,M,15,R,LE3,T,2,3,teacher,other,course,mother,1,0,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,1,5,-1,11,12,12
376,MS,F,16,U,GT3,T,2,2,services,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,3,4,5,1,1,4,1,5,7,19
377,MS,M,15,U,GT3,T,1,0,other,other,course,mother,1,0,0,no,no,no,yes,yes,yes,yes,yes,3,2,2,1,1,5,0,11,8,14
378,GP,M,14,U,GT3,T,2,0,other,other,reputation,mother,0,0,0,no,yes,no,yes,no,yes,yes,no,3,4,4,1,1,4,7,13,6,10
379,MS,M,15,R,GT3,T,0,3,at_home,services,other,mother,3,1,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,4,3,5,17,5
380,MS,M,16,U,LE3,T,0,0,services,teacher,course,father,0,1,0,no,yes,yes,no,yes,yes,yes,no,1,3,1,1,1,4,0,5,8,15
381,GP,M,16,R,GT3,T,2,1,services,other,course,mother,1,2,0,no,yes,no,no,no,yes,no,yes,3,2,2,0,2,4,0,11,16,17
382,MS,M,14,U,GT3,T,1,2,other,health,course,mother,3,0,0,no,yes,no,no,yes,yes,yes,yes,0,1,5,1,1,4,0,2,4,16
383,MS,F,16,R,GT3,T,1,1,other,other,other,mother,0,1,0,no,yes,no,no,no,yes,yes,no,3,2,3,1,0,5,3,15,14,15
384,MS,M,17,U,GT3,T,3,1,other,other,course,mother,0,1,0,no,yes,no,yes,no,yes,no,no,5,2,4,0,2,4,0,15,5,13
385,GP,M,18,U,GT3,T,2,2,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,3,3,1,1,4,0,7,5,16
386,MS,F,15,U,LE3,T,2,1,other,other,reputation,mother,1,1,0,yes,no,no,no,yes,yes,no,yes,3,4,2,1,1,5,0,9,14,20
387,GP,M,17,U,LE3,T,1,0,health,services,course,mother,0,0,0,no,no,no,yes,yes,yes,yes,no,4,4,3,3,3,5,5,6,9,6
388,MS,M,16,U,GT3,T,3,0,services,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,5,2,1,1,1,4,0,9,6,1
389,GP,M,16,U,GT3,T,1,1,teacher,services,home,father,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,3,0,0,10,13,6
390,GP,M,17,U,GT3,T,0,2,services,other,course,mother,1,1,0,no,yes,no,no,yes,yes,no,no,4,2,3,0,1,1,0,6,9,18
391,GP,F,16,R,GT3,T,0,2,teacher,other,other,mother,3,2,0,yes,yes,no,no,yes,yes,yes,yes,3,3,2,0,2,3,14,3,9,18
392,MS,M,14,U,GT3,T,1,2,services,services,home,mother,1,1,0,no,yes,no,no,yes,yes,no,yes,3,2,2,0,1,5,2,12,4,11
393,GP,F,17,U,LE3,T,3,0,other,services,reputation,father,0,1,0,no,no,yes,no,yes,yes,yes,no,4,3,2,1,1,1,0,5,6,12
394,GP,F,14,R,LE3,T,0,3,other,other,home,mother,0,0,0,no,yes,yes,no,no,yes,yes,no,3,4,3,1,2,5,0,9,9,11
395,GP,F,16,U,GT3,T,3,0,other,other,reputation,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,1,1,4,0,10,6,16
396,MS,F,18,U,GT3,T,2,0,at_home,other,course,mother,0,1,0,no,yes,no,yes,yes,yes,yes,no,3,2,3,2,3,4,4,6,4,17
397,GP,M,17,U,LE3,T,1,0,at_home,health,reputation,mother,0,1,0,no,no,no,yes,yes,yes,yes,yes,3,4,2,1,1,4,0,16,3,13
398,GP,M,16,R,LE3,T,1,0,teacher,other,home,mother,1,0,0,no,no,no,no,yes,yes,yes,no,3,0,2,5,1,4,5,12,7,12
399,GP,M,15,U,GT3,T,1,2,at_home,other,course,mother,0,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,2,4,1,14,11,7
400,MS,M,15,U,LE3,T,2,1,at_home,other,course,mother,2,0,0,no,yes,no,yes,yes,no,yes,yes,5,4,2,1,1,1,2,4,7,12
401,GP,M,16,R,GT3,T,2,3,services,other,home,mother,1,0,0,no,yes,no,yes,no,yes,no,yes,5,2,3,5,3,2,4,5,4,10
402,MS,M,17,U,LE3,T,0,2,at_home,other,home,father,0,0,0,no,no,no,no,yes,yes,yes,yes,4,3,2,0,0,4,0,5,6,14
403,MS,F,15,U,GT3,T,1,3,other,other,home,mother,0,1,0,no,no,no,yes,yes,yes,yes,no,3,3,1,1,0,4,0,3,12,16
404,GP,M,15,U,GT3,T,0,1,other,other,other,mother,0,0,0,no,yes,no,yes,yes,yes,no,no,4,2,2,0,0,5,2,7,7,9
405,MS,M,15,R,LE3,T,2,1,services,other,course,father,0,1,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,2,2,1,6,10,9
406,GP,M,15,U,LE3,T,3,0,services,services,other,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,1,2,0,4,5,1,5,5,9
407,MS,M,15,U,GT3,T,3,1,other,services,course,father,1,2,0,no,no,no,yes,yes,yes,no,no,4,3,4,1,3,0,0,13,5,17
408,GP,M,17,U,GT3,T,0,1,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3,2,2,0,0,0,0,7,15,11
409,MS,M,16,U,GT3,T,0,1,at_home,other,reputation,mother,0,1,0,no,yes,no,yes,yes,no,no,no,3,3,4,5,2,4,0,13,11,7
410,GP,F,16,U,GT3,T,2,0,services,services,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,3,4,0,13,6,18
411,MS,M,17,U,GT3,T,3,0,at_home,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,2,4,0,1,5,0,3,8,16
412,GP,M,14,U,GT3,T,2,1,at_home,services,home,mother,1,0,0,no,no,no,no,yes,yes,yes,yes,3,3,2,2,0,3,5,5,8,10
413,MS,F,17,U,GT3,T,0,4,other,services,other,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,2,0,3,2,0,11,11,10
414,GP,M,19,R,LE3,T,2,1,services,services,home,mother,0,1,0,no,yes,no,no,no,yes,yes,yes,3,2,3,1,1,5,0,15,12,8
415,MS,F,15,U,LE3,T,3,0,other,other,reputation,father,0,2,0,no,yes,no,yes,no,yes,yes,no,3,3,2,1,4,2,3,7,9,18
416,MS,M,15,U,LE3,T,1,1,other,services,home,mother,0,1,0,no,no,yes,no,yes,yes,yes,yes,4,3,3,0,1,5,3,13,11,15
417,MS,F,16,R,LE3,T,3,1,other,services,other,mother,2,2,0,yes,no,no,yes,yes,no,yes,yes,3,2,3,1,0,4,1,8,5,13
418,GP,F,15,R,GT3,T,3,0,services,health,course,mother,1,2,0,no,yes,yes,no,yes,no,yes,yes,3,2,2,1,2,4,21,8,10,11
419,MS,F,17,R,LE3,T,1,0,other,other,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,1,2,1,0,0,0,6,5,15
420,GP,M,15,U,GT3,T,-1,3,teacher,at_home,home,father,0,1,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,4,4,0,6,6,9
421,GP,F,17,U,LE3,T,3,1,teacher,other,course,mother,2,0,0,no,yes,no,no,yes,yes,yes,no,5,2,2,0,2,4,0,10,9,9
422,GP,F,15,R,GT3,T,2,0,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,-1,4,4,17
423,GP,M,15,U,LE3,T,0,1,at_home,health,reputation,mother,0,1,0,no,no,no,no,yes,yes,no,no,4,2,1,1,1,2,0,1,9,7
424,GP,F,16,R,LE3,T,1,4,other,other,home,mother,1,0,0,no,no,no,yes,yes,yes,yes,no,3,2,1,1,1,4,12,6,6,15
425,GP,F,16,U,GT3,T,3,3,at_home,other,reputation,mother,0,0,0,no,no,no,yes,yes,no,yes,yes,3,1,4,1,5,4,0,12,8,16
426,MS,F,17,R,LE3,T,-1,1,other,other,course,mother,1,1,0,no,yes,no,no,no,yes,no,yes,3,2,3,1,1,0,0,13,16,10
427,MS,F,16,U,GT3,T,0,1,teacher,services,home,mother,0,1,0,no,yes,no,no,yes,yes,yes,no,4,2,3,1,1,0,2,10,11,11
428,MS,M,15,R,GT3,T,3,2,services,other,course,mother,0,2,0,no,no,no,yes,yes,yes,yes,yes,3,3,2,1,4,2,2,12,14,9
429,MS,F,15,U,LE3,T,3,0,other,services,reputation,mother,0,1,0,no,no,no,yes,yes,yes,no,no,3,3,2,1,1,4,-1,8,4,14
430,GP,M,14,R,LE3,T,1,0,teacher,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,3,2,4,0,3,1,1,9,11,11
431,MS,M,15,U,LE3,T,3,0,other,services,reputation,mother,0,3,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,1,4,0,1,6,16
432,GP,F,17,U,LE3,T,0,-2,other,teacher,course,mother,0,1,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,0,0,3,11,11,14
433,MS,F,15,U,GT3,T,0,1,at_home,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,5,1,6,1,1,5,8,9
434,GP,M,15,U,LE3,T,1,0,health,other,course,mother,1,0,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,1,1,5,0,9,10,12
435,GP,F,17,U,GT3,T,3,0,other,other,course,mother,0,1,0,no,yes,no,yes,yes,yes,yes,yes,5,2,2,1,0,4,0,4,8,9
436,GP,F,15,U,LE3,T,1,0,services,other,reputation,mother,1,0,0,no,no,no,no,yes,yes,yes,no,4,4,1,1,0,4,0,10,4,17
437,GP,F,15,R,GT3,T,1,3,at_home,other,home,father,0,0,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,4,2,0,9,5,10
438,GP,M,15,R,GT3,T,0,0,services,services,home,mother,2,1,0,no,no,no,no,yes,yes,yes,no,3,2,4,1,1,3,7,6,11,13
439,GP,F,16,U,GT3,T,2,3,services,other,course,mother,0,1,0,no,yes,no,no,yes,yes,yes,yes,3,2,5,1,1,5,3,5,7,13
440,GP,F,15,U,LE3,T,3,1,other,other,home,mother,0,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,4,4,5,5,11
441,MS,M,18,U,GT3,T,0,1,other,teacher,reputation,mother,1,0,0,no,yes,no,yes,yes,yes,yes,yes,3,2,2,1,1,4,8,11,5,8
442,GP,F,16,U,GT3,T,2,2,other,services,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,4,0,6,10,7
443,MS,F,16,R,LE3,T,1,1,other,other,home,mother,1,0,0,yes,yes,no,no,yes,yes,yes,yes,3,3,4,1,2,3,0,8,13,9
444,MS,M,16,R,GT3,T,3,1,services,health,course,mother,0,0,0,no,no,no,no,yes,yes,yes,no,3,4,4,1,1,2,0,5,6,12
445,GP,F,20,R,LE3,T,1,3,other,services,course,other,0,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,0,1,5,3,7,15,12
446,MS,F,16,R,GT3,T,2,1,teacher,services,course,mother,0,2,0,no,yes,no,no,no,yes,yes,yes,3,3,2,1,1,4,0,14,9,8
447,GP,F,16,U,GT3,T,1,1,teacher,health,reputation,other,1,1,0,no,yes,no,yes,yes,yes,yes,yes,3,3,2,1,0,4,4,7,7,10
448,MS,F,14,U,GT3,T,1,2,at_home,teacher,home,mother,0,2,0,no,no,no,yes,yes,yes,yes,no,4,3,2,3,2,4,0,5,7,11
449,MS,M,18,U,LE3,T,1,3,services,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,4,3,4,10,16
450,GP,M,15,U,GT3,T,0,1,other,services,other,mother,0,0,0,no,no,no,no,yes,yes,yes,no,3,1,2,1,2,2,2,10,5,11
451,GP,F,18,U,LE3,T,0,1,other,other,home,mother,1,1,0,yes,yes,no,no,yes,no,no,no,3,2,2,1,4,3,0,7,7,12
452,GP,M,17,U,LE3,T,3,1,other,other,other,mother,1,1,1,yes,yes,no,no,yes,yes,yes,no,4,2,3,1,1,1,0,8,11,18
453,MS,M,17,U,LE3,T,0,4,other,teacher,course,father,0,3,4,no,yes,no,yes,yes,yes,yes,no,2,2,4,1,1,4,5,8,5,13
454,GP,F,16,U,GT3,T,2,0,teacher,other,home,mother,1,0,0,no,yes,no,no,yes,yes,no,no,3,2,2,1,1,4,0,16,10,5
455,GP,M,15,R,GT3,T,1,0,services,services,home,father,0,1,0,no,yes,no,no,yes,no,yes,no,3,2,2,1,1,4,1,18,10,6
456,MS,F,17,R,GT3,T,0,1,other,health,reputation,mother,0,1,0,no,yes,no,no,yes,yes,yes,no,4,3,5,1,0,5,0,4,6,7
457,MS,F,16,R,GT3,T,1,1,other,teacher,course,other,1,1,0,yes,yes,no,yes,yes,yes,yes,yes,4,3,4,1,2,1,0,7,9,15
458,MS,M,15,U,LE3,T,2,0,health,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,yes,3,2,4,1,3,4,2,12,7,12
459,GP,F,16,U,GT3,T,1,-2,other,other,course,father,0,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,2,1,0,1,1,3,6,9
460,GP,F,14,R,GT3,T,1,0,other,other,home,mother,2,0,0,no,no,no,no,yes,yes,no,no,3,3,1,2,1,4,0,8,5,20
461,MS,F,17,U,LE3,T,1,1,at_home,other,home,mother,0,0,0,no,no,no,no,yes,yes,yes,yes,3,2,3,1,1,4,13,14,-2,13
462,MS,F,15,U,GT3,T,2,-1,other,other,reputation,mother,0,1,0,no,yes,no,no,yes,yes,yes,yes,3,3,4,1,0,4,2,8,13,15
463,GP,F,17,U,GT3,T,1,3,at_home,services,course,mother,1,2,0,no,yes,yes,no,yes,no,yes,no,3,5,2,0,1,4,0,7,7,16
464,MS,M,15,R,LE3,T,0,1,other,services,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,no,4,2,2,1,1,4,0,3,10,9
465,MS,M,17,U,LE3,T,1,3,other,other,other,mother,1,0,0,no,no,no,yes,yes,yes,no,no,3,2,5,1,1,1,2,10,9,13
466,GP,F,18,R,LE3,T,1,0,other,services,home,mother,1,0,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,4,10,13,12,13
467,GP,M,16,U,GT3,T,0,3,health,other,reputation,mother,1,0,0,no,no,no,no,yes,yes,yes,no,0,5,2,2,0,4,0,6,14,15
468,MS,F,16,R,GT3,T,0,3,other,services,course,mother,0,0,0,no,no,no,no,yes,yes,yes,no,3,2,4,1,1,5,5,14,15,13
469,GP,M,15,U,LE3,T,3,0,other,services,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,0,2,2,0,3,4,0,14,5,17
470,GP,F,15,U,GT3,T,0,1,other,at_home,home,mother,1,1,0,no,no,no,no,yes,yes,no,yes,2,2,3,1,1,4,13,9,13,14
471,MS,M,14,U,GT3,T,3,2,teacher,other,reputation,father,1,0,0,no,yes,no,yes,yes,yes,yes,no,5,3,5,4,2,4,0,5,3,14
472,MS,M,15,U,LE3,T,0,3,services,health,other,mother,2,1,0,no,no,no,no,yes,yes,no,no,4,3,3,1,1,4,1,14,4,3
473,MS,F,17,U,GT3,T,1,2,other,other,course,mother,1,0,0,no,yes,no,no,yes,yes,no,yes,4,2,1,0,1,0,0,9,8,16
474,MS,M,17,U,GT3,T,0,0,other,other,course,other,2,1,0,no,no,no,yes,no,no,yes,no,4,2,2,1,0,4,12,12,3,20
475,MS,F,15,U,GT3,T,-2,1,at_home,teacher,course,mother,0,1,0,no,yes,no,no,yes,yes,yes,no,3,3,2,0,1,4,2,8,10,12
476,MS,F,15,U,GT3,T,0,3,services,other,reputation,mother,1,0,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,1,4,14,8,4,10
477,MS,M,18,U,GT3,T,2,1,other,services,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,3,3,3,1,2,2,0,7,4,10
478,GP,F,14,U,GT3,T,1,3,other,at_home,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,4,0,1,0,0,8,15,11
479,MS,M,16,U,LE3,T,0,0,other,other,course,mother,0,1,0,no,no,no,no,yes,yes,yes,no,3,3,2,1,0,1,8,4,4,16
480,GP,M,17,U,GT3,T,0,0,other,other,other,mother,0,2,0,no,yes,no,no,yes,no,yes,yes,3,2,5,2,1,1,1,4,8,18
481,MS,F,15,U,LE3,T,1,3,services,other,course,father,0,2,0,no,no,no,no,yes,yes,yes,no,4,2,2,1,1,4,9,17,6,8
482,GP,F,16,U,LE3,T,0,1,services,other,course,mother,0,0,0,no,yes,no,no,no,yes,yes,yes,5,2,3,1,4,2,0,7,8,6
483,MS,F,15,U,GT3,T,2,1,other,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,no,yes,4,3,3,0,5,4,1,3,8,12
484,GP,M,16,U,GT3,T,0,3,at_home,services,reputation,mother,1,1,0,no,no,no,no,no,yes,yes,no,3,4,5,1,2,4,1,8,14,4
485,GP,M,17,U,GT3,T,-1,1,services,other,course,mother,0,0,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,4,1,1,3,5,13
486,GP,M,17,U,GT3,T,3,0,services,other,other,mother,0,1,0,no,yes,no,no,no,yes,yes,no,3,5,5,1,0,3,1,19,14,11
487,GP,F,16,U,GT3,T,2,3,services,services,reputation,mother,1,0,0,no,no,no,no,yes,yes,yes,no,5,3,2,2,2,4,13,18,11,9
488,MS,M,17,U,LE3,T,3,1,services,other,reputation,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,2,0,1,4,0,9,10,6
489,MS,M,16,U,GT3,T,1,3,other,other,reputation,mother,0,0,0,no,yes,no,no,yes,yes,yes,yes,3,3,3,1,1,2,0,4,9,17
490,MS,F,16,U,GT3,T,3,0,teacher,other,course,father,0,0,0,no,no,no,no,yes,yes,yes,no,4,1,5,1,1,4,0,6,7,12
491,MS,F,14,U,GT3,T,0,0,other,other,home,mother,1,1,0,yes,no,no,no,yes,yes,yes,no,1,2,2,2,2,4,0,12,7,13
492,MS,M,16,U,GT3,T,0,3,other,services,other,father,1,0,0,yes,yes,no,no,yes,yes,no,no,3,2,4,6,1,4,4,9,4,11
493,MS,F,15,U,LE3,T,1,0,other,health,course,mother,0,1,0,no,yes,no,no,yes,yes,yes,no,4,2,1,1,1,4,2,5,12,18
494,GP,F,16,U,GT3,T,0,2,services,at_home,home,mother,0,0,0,no,yes,no,yes,no,yes,no,yes,3,3,2,1,1,4,0,6,6,10
495,GP,M,16,U,GT3,T,3,0,services,other,course,mother,0,0,0,no,yes,no,yes,yes,yes,yes,yes,0,3,3,0,1,5,12,7,11,11
496,GP,F,16,R,LE3,T,2,4,teacher,other,reputation,mother,0,1,0,no,yes,no,no,yes,yes,yes,no,5,2,5,1,0,4,0,9,7,12
497,MS,F,16,U,GT3,T,2,0,at_home,services,home,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4,2,5,0,2,4,2,11,11,14
498,MS,M,17,U,GT3,T,2,0,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,2,2,3,0,1,3,1,6,4,8
499,GP,M,17,U,GT3,T,2,2,services,services,course,mother,0,0,0,yes,yes,no,yes,yes,yes,yes,no,3,4,2,1,3,4,1,5,-3,8
500,GP,M,15,U,GT3,T,3,1,other,health,course,mother,0,0,0,no,no,no,yes,yes,yes,no,yes,3,2,2,3,2,4,1,9,9,16
501,MS,M,15,R,GT3,T,3,0,teacher,other,home,mother,0,1,0,no,yes,no,no,yes,yes,yes,yes,5,3,2,1,1,4,0,14,6,10
502,GP,F,17,U,GT3,T,2,2,teacher,other,home,mother,1,1,0,no,yes,no,no,yes,yes,no,no,4,1,2,1,1,1,22,13,8,16
503,MS,F,16,R,GT3,T,3,1,at_home,other,home,other,0,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,2,4,4,6,11,6,17
504,GP,F,17,R,GT3,T,1,3,other,services,course,mother,0,1,0,no,no,no,yes,yes,yes,yes,no,3,3,5,0,4,4,0,5,6,6
505,MS,F,15,U,GT3,T,1,3,other,other,course,father,1,0,0,no,yes,no,yes,yes,no,yes,no,4,2,3,1,0,5,1,6,6,20
506,GP,M,18,U,GT3,T,1,2,services,other,home,mother,1,0,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,0,1,4,2,5,9,20
507,MS,M,15,U,LE3,T,2,0,other,other,course,mother,1,1,0,no,yes,no,no,no,yes,yes,no,3,2,3,1,3,5,1,10,3,16
508,MS,M,15,U,GT3,T,0,2,teacher,other,course,mother,0,1,0,no,no,no,no,yes,yes,yes,no,3,3,3,1,1,5,0,7,12,17
509,MS,F,17,R,LE3,T,2,0,services,other,course,mother,1,1,3,no,yes,no,no,yes,yes,yes,yes,4,3,1,1,2,2,-1,9,10,13
510,MS,F,16,U,GT3,T,3,1,at_home,services,reputation,mother,1,0,4,yes,yes,no,no,yes,yes,yes,yes,3,2,2,5,1,3,1,10,8,14
511,GP,M,16,U,GT3,T,2,1,other,other,reputation,mother,2,1,0,no,no,no,yes,no,yes,yes,no,3,3,4,1,2,3,5,13,5,9
512,MS,M,16,U,GT3,T,0,0,health,other,course,other,1,0,0,no,yes,no,yes,yes,yes,no,no,4,4,2,1,1,5,3,5,8,13
513,GP,M,14,R,GT3,T,2,1,other,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,2,2,1,2,2,0,4,5,14
514,GP,M,15,U,GT3,T,2,1,services,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,0,3,1,1,4,0,11,9,9
515,MS,M,15,U,GT3,T,-1,0,at_home,other,home,mother,1,1,1,yes,yes,no,no,yes,yes,yes,yes,4,2,5,1,1,4,2,4,5,19
516,MS,F,16,R,LE3,T,0,0,teacher,other,home,mother,0,1,0,no,yes,no,no,yes,yes,yes,no,3,3,4,2,0,5,1,11,11,12
517,GP,F,17,U,LE3,T,1,2,services,other,reputation,mother,0,1,0,no,yes,no,yes,yes,yes,no,yes,4,4,3,1,0,4,0,4,9,16
518,MS,M,18,U,GT3,T,0,1,other,other,course,mother,0,0,4,no,no,no,yes,yes,yes,yes,no,3,2,3,1,1,5,2,9,12,8
519,MS,M,16,U,GT3,T,3,1,services,other,reputation,mother,0,1,0,no,no,no,yes,yes,yes,yes,yes,0,2,3,1,1,4,0,9,9,13
520,GP,F,18,U,GT3,T,1,1,other,services,home,mother,3,1,0,no,yes,no,no,yes,yes,yes,no,3,2,4,1,2,2,3,6,9,17
521,MS,F,15,U,GT3,T,2,1,services,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,2,3,1,2,1,1,11,7,20
522,GP,F,15,U,GT3,T,0,0,at_home,services,course,mother,1,1,0,no,no,no,no,yes,yes,no,no,3,3,2,1,4,4,1,11,7,9
523,MS,M,18,U,LE3,T,3,0,health,services,course,mother,1,0,0,no,yes,no,yes,yes,yes,yes,yes,3,2,2,1,2,4,0,6,4,18
524,MS,F,15,R,LE3,T,2,-1,other,other,home,father,1,1,0,no,no,no,no,yes,yes,yes,yes,3,1,3,2,1,4,0,13,8,1
525,GP,M,16,R,GT3,T,3,2,health,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,4,2,2,5,0,4,11,1
526,GP,M,15,U,GT3,T,3,1,teacher,other,course,mother,0,1,0,no,no,no,yes,yes,yes,yes,no,4,3,5,1,1,4,18,14,9,9
527,GP,M,17,U,GT3,T,0,0,services,health,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,3,5,1,5,4,2,6,4,11
528,GP,F,16,U,LE3,T,1,3,other,other,reputation,father,2,0,0,no,no,no,yes,yes,no,yes,yes,5,3,3,5,3,4,0,5,7,9
529,GP,M,16,U,GT3,T,0,1,at_home,other,reputation,mother,1,4,0,no,yes,yes,no,yes,yes,yes,yes,3,4,3,1,1,4,3,8,7,19
530,GP,F,16,U,LE3,T,3,0,services,teacher,reputation,father,0,0,0,yes,no,no,yes,yes,yes,yes,yes,3,2,3,1,4,0,0,10,9,17
531,GP,F,15,R,LE3,T,1,0,at_home,other,course,mother,2,1,0,no,yes,yes,no,yes,yes,yes,no,4,1,4,1,1,4,0,6,7,7
532,GP,F,15,U,GT3,T,1,0,at_home,other,home,mother,0,1,0,no,no,no,no,yes,no,yes,no,3,0,2,0,3,2,0,6,16,15
533,GP,F,15,U,LE3,T,1,1,other,at_home,reputation,mother,0,1,0,no,no,no,no,yes,yes,yes,yes,5,2,5,1,0,3,13,4,8,10
534,GP,F,16,R,LE3,T,2,1,other,other,other,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3,3,2,0,0,4,6,11,9,17
535,MS,F,18,U,GT3,A,0,2,services,other,reputation,mother,0,1,0,no,yes,no,no,yes,yes,yes,no,4,2,3,1,1,5,1,5,3,19
536,MS,F,15,U,GT3,T,3,0,other,other,course,mother,0,1,0,no,yes,no,no,yes,yes,yes,no,3,1,5,1,1,3,0,7,14,3
537,MS,F,14,U,LE3,T,0,1,health,other,reputation,mother,0,1,0,no,no,no,yes,yes,no,yes,no,4,4,3,1,1,4,12,8,11,17
